id,carat,cut,color,clarity,depth,table,x,y,z,price
343,0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19,7.039
344,0.41,Ideal,G,VS2,62.7,56.0,4.77,4.74,2.98,6.967
345,0.9,Very Good,E,SI2,64.2,54.0,6.08,6.11,3.91,8.146
346,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,9.421
347,0.32,Ideal,H,VVS1,61.9,55.0,4.38,4.37,2.71,6.842
348,2.0,Good,G,VS2,64.1,55.0,7.94,7.88,5.07,9.792
349,0.91,Premium,D,SI1,62.8,57.0,6.17,6.12,3.86,8.349
350,0.71,Premium,F,VVS1,58.1,58.0,5.92,5.88,3.43,8.116
351,1.53,Ideal,F,SI1,62.5,57.0,7.38,7.31,4.59,9.352
352,1.19,Premium,H,SI1,60.8,59.0,6.87,6.84,4.17,8.648
353,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,7.403
354,1.2,Very Good,I,SI1,62.9,57.0,6.73,6.78,4.25,8.559
355,0.7,Ideal,E,SI1,61.6,56.0,5.7,5.72,3.52,8.111
356,0.39,Very Good,G,VVS1,62.7,58.0,4.65,4.69,2.93,6.75
357,0.33,Ideal,H,IF,61.9,55.0,4.42,4.44,2.74,6.766
358,0.53,Ideal,E,VVS2,62.2,54.0,5.19,5.23,3.24,7.729
359,0.34,Premium,E,VS2,61.0,59.0,4.48,4.51,2.74,6.613
360,1.02,Premium,F,VVS2,60.9,59.0,6.56,6.44,3.96,9.08
361,0.5,Fair,F,I1,67.1,57.0,4.92,4.87,3.28,6.441
362,0.55,Ideal,G,VVS2,60.5,56.0,5.36,5.37,3.24,7.575
363,0.3,Ideal,G,IF,62.3,55.0,4.3,4.33,2.69,6.76
364,0.31,Ideal,G,VVS1,61.2,56.0,4.38,4.34,2.67,6.953
365,0.77,Good,E,VS2,63.4,57.0,5.8,5.84,3.69,8.099
366,0.55,Good,F,SI1,64.3,57.9,5.16,5.21,3.33,7.244
367,0.9,Good,D,VS2,65.8,58.0,5.99,6.01,3.95,8.451
368,0.3,Premium,I,VS1,58.8,61.0,4.43,4.38,2.59,6.41
369,1.26,Premium,J,SI1,61.8,58.0,6.91,6.88,4.26,8.533
370,0.8,Ideal,F,VS2,62.1,56.0,5.93,5.98,3.7,8.305
371,0.73,Premium,E,SI1,62.7,58.0,5.76,5.7,3.59,7.902
372,0.27,Very Good,H,VVS2,62.5,55.0,4.12,4.16,2.59,6.223
373,0.5,Very Good,D,SI1,61.9,61.0,5.09,5.12,3.16,7.27
374,1.0,Very Good,G,SI2,63.1,63.0,6.33,6.23,3.96,8.22
375,0.9,Fair,I,VVS2,67.0,56.0,5.91,5.83,3.93,8.031
376,0.52,Ideal,H,VS1,62.0,56.0,5.14,5.2,3.21,7.377
377,0.75,Very Good,E,VS2,60.4,56.0,5.9,5.96,3.58,8.247
378,0.71,Very Good,E,SI2,61.9,63.0,5.74,5.69,3.54,7.773
379,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,6.829
380,1.56,Ideal,I,VVS2,62.0,56.0,7.39,7.42,4.6,9.257
381,0.29,Very Good,F,VVS1,62.3,58.0,4.22,4.25,2.64,6.498
382,0.9,Very Good,D,VS1,63.0,56.0,6.13,6.18,3.88,8.658
383,1.03,Ideal,F,VS1,59.0,55.0,6.67,6.62,3.92,8.956
384,1.07,Very Good,D,SI1,60.2,55.0,6.64,6.68,4.01,8.7
385,0.28,Very Good,E,VVS1,59.6,59.0,4.3,4.33,2.57,6.465
386,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,7.417
387,0.9,Ideal,D,SI2,62.7,57.0,6.1,6.15,3.84,8.292
388,0.43,Very Good,H,VVS1,60.2,55.0,4.92,4.95,2.97,7.107
389,2.0,Very Good,H,SI1,63.3,59.0,8.03,7.96,5.06,9.785
390,1.01,Premium,H,SI1,62.9,58.0,6.38,6.34,4.0,8.078
391,1.33,Ideal,G,VS1,62.0,55.0,7.12,7.07,4.4,9.263
392,0.31,Ideal,D,SI1,62.0,56.0,4.39,4.35,2.71,6.528
393,0.41,Ideal,E,VVS2,62.3,56.0,4.78,4.75,2.97,7.125
394,1.51,Premium,I,VS1,63.0,59.0,7.3,7.28,4.59,9.16
395,0.3,Premium,I,VS1,61.7,58.0,4.32,4.27,2.65,6.41
396,0.4,Good,J,VS1,63.4,58.0,4.61,4.64,2.93,6.447
397,1.04,Fair,G,VS1,64.9,58.0,6.36,6.33,4.12,8.636
398,2.33,Premium,J,SI1,59.9,59.0,8.7,8.65,5.2,9.596
399,0.35,Ideal,D,VS2,60.9,57.0,4.51,4.55,2.76,6.72
400,1.26,Premium,I,SI2,60.1,59.0,7.0,6.91,4.18,8.547
401,0.4,Premium,D,VS2,61.7,59.0,4.76,4.73,2.93,6.957
402,0.71,Good,I,VVS2,63.7,56.0,5.68,5.63,3.6,7.733
403,0.71,Premium,E,VVS1,62.7,60.0,5.73,5.62,3.56,8.237
404,1.12,Ideal,F,VVS2,61.4,57.0,6.69,6.66,4.1,9.173
405,1.74,Ideal,J,VS1,61.1,56.0,7.85,7.79,4.78,9.323
406,0.73,Premium,E,VS2,62.0,57.0,5.86,5.76,3.6,7.956
407,0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,7.834
408,0.4,Ideal,E,VS2,61.1,56.0,4.75,4.77,2.91,6.816
409,0.41,Very Good,H,SI1,60.0,61.0,4.77,4.83,2.88,6.526
410,0.38,Premium,F,VVS1,59.2,58.0,4.8,4.76,2.83,7.136
411,1.33,Good,I,VS1,63.7,56.0,6.92,6.96,4.42,8.848
412,0.4,Ideal,G,VVS1,61.8,53.0,4.75,4.77,2.94,6.965
413,0.7,Very Good,I,VVS1,62.9,58.0,5.65,5.67,3.56,7.829
414,0.37,Ideal,G,IF,60.5,56.0,4.66,4.7,2.83,6.831
415,0.59,Premium,F,SI1,62.2,60.0,5.37,5.33,3.33,7.661
416,0.54,Premium,F,SI1,62.3,58.0,5.26,5.2,3.26,7.434
417,0.7,Very Good,G,VS2,63.1,58.0,5.69,5.66,3.58,7.742
418,0.91,Very Good,H,SI1,59.2,60.0,6.3,6.41,3.76,8.294
419,0.31,Good,F,VVS2,63.6,55.0,4.29,4.33,2.74,6.492
420,0.33,Very Good,G,VVS1,61.4,60.0,4.39,4.44,2.71,6.766
421,0.34,Ideal,I,SI1,62.4,56.0,4.45,4.49,2.79,6.129
422,1.1,Ideal,G,VVS2,60.5,56.0,6.76,6.7,4.07,9.129
423,0.5,Very Good,G,SI1,60.0,63.0,5.06,5.1,3.05,7.088
424,0.31,Premium,G,VS2,59.9,59.0,4.38,4.4,2.63,6.299
425,0.27,Very Good,D,VS1,63.2,55.0,4.1,4.16,2.61,6.153
426,0.31,Premium,I,SI1,62.3,58.0,4.38,4.35,2.72,6.286
427,0.5,Good,F,VS2,62.8,61.0,4.94,5.0,3.12,7.277
428,1.26,Premium,G,SI2,59.1,59.0,7.09,7.05,4.18,8.683
429,1.41,Good,H,VS2,63.8,60.0,7.12,7.04,4.52,9.133
430,0.58,Ideal,F,VS1,61.2,57.0,5.36,5.39,3.29,7.59
431,0.53,Premium,D,SI1,61.4,58.0,5.19,5.23,3.2,7.356
432,0.72,Very Good,I,SI2,63.4,56.0,5.67,5.72,3.61,7.553
433,0.32,Ideal,J,VS2,62.2,57.0,4.36,4.38,2.72,5.974
434,0.3,Very Good,H,VS2,62.6,58.0,4.22,4.28,2.66,6.159
435,1.31,Ideal,G,VS1,61.9,56.0,7.03,7.13,4.38,9.22
436,0.53,Ideal,H,SI1,62.6,56.0,5.28,5.1,3.25,6.982
437,0.34,Premium,G,SI1,59.7,59.0,4.54,4.5,2.7,6.477
438,1.0,Very Good,E,SI1,60.1,60.0,6.45,6.49,3.89,8.677
439,0.53,Ideal,E,SI2,60.8,57.0,5.23,5.26,3.19,7.114
440,0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,7.277
441,1.43,Premium,D,VS2,62.6,59.0,7.19,7.21,4.51,9.538
442,0.52,Premium,F,I1,63.0,56.0,5.18,5.11,3.24,6.768
443,0.3,Very Good,I,SI1,62.5,57.0,4.27,4.3,2.68,5.945
444,0.41,Good,H,VS2,64.1,57.0,4.72,4.64,3.0,6.592
445,0.7,Good,D,VS2,58.0,62.0,5.78,5.87,3.38,7.919
446,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,8.194
447,0.52,Ideal,J,SI1,62.3,56.0,5.12,5.16,3.2,7.241
448,0.9,Good,F,SI1,63.6,55.0,6.15,6.12,3.9,8.458
449,1.0,Fair,G,I1,64.9,56.0,6.2,6.14,4.01,7.782
450,1.09,Ideal,J,VS2,62.0,54.0,6.64,6.61,4.11,8.38
451,0.5,Very Good,D,VS2,59.1,59.0,5.19,5.24,3.08,7.44
452,0.36,Premium,D,VS2,61.8,58.0,4.55,4.58,2.82,6.748
453,0.56,Premium,D,SI2,60.4,58.0,5.32,5.37,3.23,7.236
454,0.43,Premium,D,VS2,59.7,59.0,4.93,4.89,2.93,6.87
455,0.4,Ideal,J,SI1,61.6,56.0,4.72,4.77,2.93,6.417
456,1.3,Good,J,SI1,64.0,58.0,6.91,6.84,4.4,8.564
457,0.41,Very Good,D,VS1,61.7,58.0,4.76,4.8,2.95,6.926
458,0.33,Good,I,SI1,63.6,57.0,4.39,4.42,2.8,6.098
459,0.7,Ideal,G,VS2,61.6,56.0,5.7,5.73,3.52,8.146
460,0.3,Premium,F,VS2,61.6,58.0,4.29,4.31,2.65,6.405
461,0.3,Premium,D,VS2,62.8,59.0,4.28,4.26,2.68,6.815
462,1.73,Ideal,I,VS2,61.0,56.0,7.72,7.79,4.73,9.508
463,0.28,Ideal,G,VS1,62.1,55.0,4.22,4.25,2.63,6.194
464,1.02,Premium,G,SI1,61.0,59.0,6.44,6.48,3.94,8.441
465,0.93,Ideal,E,SI1,62.0,56.0,6.25,6.29,3.89,8.338
466,0.5,Very Good,F,VS2,63.0,57.0,5.02,5.1,3.19,7.148
467,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,8.414
468,0.24,Ideal,G,IF,61.3,57.0,4.0,4.03,2.46,6.326
469,0.75,Premium,E,SI2,61.9,57.0,5.88,5.82,3.62,7.948
470,1.09,Ideal,D,SI2,61.7,59.0,6.64,6.62,4.09,8.596
471,0.37,Ideal,H,SI1,59.7,56.0,4.67,4.71,2.8,6.279
472,0.7,Ideal,G,SI1,62.4,56.0,5.66,5.69,3.54,7.815
473,1.51,Ideal,G,VS1,61.6,56.0,7.37,7.34,4.53,9.594
474,0.52,Ideal,G,VVS2,62.7,55.0,5.12,5.15,3.22,7.553
475,0.43,Ideal,G,VVS2,60.9,57.0,4.85,4.9,2.97,6.962
476,0.3,Ideal,E,VVS2,61.1,57.0,4.34,4.36,2.65,6.73
477,0.9,Good,F,VS2,63.6,59.0,6.11,6.06,3.87,8.351
478,1.99,Fair,H,VS2,60.5,63.0,8.2,8.11,4.93,9.782
479,0.33,Premium,G,VS2,59.3,61.0,4.51,4.49,2.67,6.611
480,0.41,Good,F,VVS2,59.2,63.0,4.82,4.87,2.87,7.048
481,0.5,Ideal,E,VS2,62.3,57.0,5.04,5.08,3.15,7.352
482,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,8.018
483,1.5,Premium,F,VS1,62.2,60.0,7.27,7.3,4.53,9.662
484,0.27,Ideal,I,VVS2,61.2,56.0,4.18,4.2,2.56,6.375
485,0.3,Ideal,H,VVS2,62.7,53.0,4.29,4.32,2.7,6.38
486,0.36,Premium,D,VS2,59.1,58.0,4.63,4.68,2.75,6.748
487,0.71,Very Good,E,SI1,60.0,56.0,5.85,5.78,3.49,8.046
488,0.9,Very Good,E,SI2,62.6,58.0,6.1,6.16,3.84,8.269
489,1.21,Ideal,H,VS1,62.4,53.0,6.83,6.86,4.27,8.963
490,0.37,Premium,F,SI1,61.6,59.0,4.67,4.62,2.86,6.673
491,0.34,Ideal,E,VVS2,62.3,55.0,4.49,4.53,2.81,6.717
492,1.35,Ideal,D,VS2,61.3,57.0,7.09,7.13,4.36,9.269
493,0.5,Very Good,G,SI1,60.6,56.0,5.13,5.16,3.12,7.092
494,0.31,Premium,F,VS2,59.7,60.0,4.42,4.39,2.63,6.687
495,0.7,Ideal,E,SI1,61.1,56.0,5.75,5.78,3.52,8.111
496,0.39,Ideal,F,SI1,62.5,55.0,4.63,4.68,2.91,6.576
497,0.34,Premium,D,VS2,59.3,58.0,4.55,4.52,2.69,6.94
498,0.4,Very Good,F,VS1,62.5,57.0,4.69,4.72,2.94,6.89
499,0.38,Very Good,G,SI1,62.4,59.0,4.59,4.64,2.88,6.501
500,1.05,Very Good,F,VS2,62.8,57.0,6.45,6.48,4.06,8.826
501,1.46,Ideal,H,SI1,62.4,55.0,7.26,7.22,4.52,9.089
502,0.91,Ideal,J,VS1,60.7,57.0,6.23,6.26,3.79,8.092
503,0.23,Premium,D,VVS2,60.4,59.0,4.0,3.95,2.4,6.522
504,0.79,Ideal,I,VS1,61.7,59.0,5.93,5.96,3.67,7.968
505,0.32,Ideal,E,VVS1,62.2,55.0,4.37,4.41,2.73,6.718
506,1.2,Good,D,I1,63.6,60.0,6.72,6.67,4.26,8.377
507,0.9,Very Good,D,SI1,61.6,54.0,6.18,6.25,3.83,8.264
508,1.71,Very Good,J,VS1,61.9,59.0,7.6,7.69,4.73,9.252
509,1.01,Fair,E,SI1,64.7,59.0,6.23,6.11,3.99,8.338
510,0.72,Ideal,G,VS1,62.6,53.0,5.76,5.78,3.61,7.918
511,1.55,Very Good,I,VS1,59.0,58.0,7.56,7.63,4.48,9.279
512,0.34,Ideal,H,VS1,62.3,55.0,4.48,4.45,2.78,6.64
513,1.01,Premium,H,SI1,58.8,62.0,6.59,6.54,3.86,8.341
514,1.14,Premium,H,SI1,62.5,58.0,6.71,6.67,4.18,8.507
515,0.5,Very Good,D,VS2,62.8,58.0,5.03,5.07,3.17,7.469
516,0.54,Very Good,F,VS1,61.0,58.0,5.24,5.25,3.2,7.503
517,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,6.51
518,1.2,Good,H,VS2,62.6,56.0,6.73,6.76,4.22,8.775
519,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,7.965
520,0.96,Fair,H,I1,67.4,62.0,6.13,5.96,4.08,7.5
521,1.15,Premium,G,SI1,62.0,58.0,6.68,6.77,4.17,8.471
522,0.9,Very Good,D,VS1,59.1,60.0,6.24,6.28,3.7,8.665
523,0.59,Ideal,E,VVS2,62.0,55.0,5.36,5.41,3.34,7.88
524,0.31,Ideal,E,VVS2,61.7,56.0,4.33,4.36,2.68,6.704
525,0.77,Ideal,J,SI1,61.6,55.0,5.87,5.93,3.63,7.672
526,1.51,Very Good,F,VS2,61.9,63.0,7.35,7.26,4.52,9.543
527,0.9,Premium,G,SI1,60.2,59.0,6.27,6.23,3.76,8.263
528,1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,9.115
529,1.08,Very Good,I,SI1,60.5,60.0,6.61,6.67,4.02,8.361
530,1.01,Premium,F,VS2,61.4,57.0,6.51,6.45,3.98,8.843
531,0.3,Ideal,F,VS2,62.3,57.0,4.33,4.3,2.69,6.654
532,0.72,Very Good,E,SI1,62.1,57.0,5.69,5.75,3.55,7.855
533,0.33,Ideal,F,VVS1,62.1,56.0,4.46,4.43,2.76,6.968
534,0.3,Ideal,H,VS2,62.4,54.0,4.31,4.34,2.7,6.196
535,1.01,Fair,D,SI2,64.6,58.0,6.25,6.2,4.02,9.211
536,1.21,Ideal,D,VVS2,61.3,57.0,6.85,6.88,4.21,9.423
537,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,7.689
538,1.01,Very Good,E,VS2,62.3,58.0,6.39,6.45,4.0,8.75
539,1.02,Premium,I,VS2,62.0,58.0,6.44,6.47,4.0,8.403
540,0.31,Ideal,D,VVS2,61.2,59.0,4.37,4.39,2.68,6.691
541,0.71,Ideal,H,VVS2,61.5,54.0,5.74,5.8,3.55,7.861
542,0.59,Ideal,D,SI2,60.2,57.0,5.47,5.42,3.28,7.36
543,0.7,Ideal,G,VS2,60.0,57.0,5.8,5.84,3.49,7.876
544,1.51,Premium,J,VVS2,62.9,58.0,7.33,7.21,4.57,9.097
545,0.54,Premium,D,VS2,60.9,58.0,5.27,5.31,3.22,7.545
546,1.02,Very Good,G,SI1,60.8,60.0,6.5,6.55,3.97,8.469
547,1.69,Ideal,I,VS2,60.5,56.0,7.74,7.77,4.69,9.521
548,0.83,Very Good,I,VS2,61.6,58.0,6.05,6.07,3.73,7.96
549,0.32,Ideal,E,IF,62.6,55.0,4.41,4.38,2.75,7.065
550,1.39,Ideal,G,VVS2,61.4,54.0,7.22,7.3,4.44,9.43
551,1.01,Premium,E,I1,59.8,58.0,6.57,6.53,3.92,8.13
552,0.31,Premium,D,VS2,61.7,59.0,4.34,4.31,2.67,6.848
553,0.73,Ideal,F,SI2,62.7,57.0,5.75,5.79,3.62,7.73
554,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,7.503
555,0.57,Ideal,I,VS1,61.6,56.0,5.33,5.35,3.29,7.212
556,1.51,Premium,G,VS1,62.4,59.0,7.28,7.25,4.53,9.521
557,0.54,Premium,F,VS2,62.4,55.0,5.23,5.19,3.25,7.503
558,1.47,Very Good,H,SI2,62.6,58.0,7.17,7.24,4.51,8.914
559,0.52,Ideal,G,VVS2,61.7,56.0,5.16,5.14,3.18,7.607
560,0.23,Ideal,G,VVS1,61.5,57.0,3.94,3.97,2.43,6.284
561,1.2,Ideal,F,VS2,61.9,53.0,6.84,6.79,4.22,9.068
562,1.0,Very Good,E,VS1,61.2,57.0,6.43,6.47,3.95,8.854
563,0.71,Premium,D,SI2,61.7,59.0,5.71,5.67,3.51,7.926
564,0.4,Ideal,G,VVS1,61.4,55.0,4.72,4.76,2.91,7.024
565,0.71,Fair,J,SI2,66.1,58.0,5.53,5.43,3.62,7.217
566,1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,8.815
567,0.3,Ideal,G,VVS2,61.5,55.0,4.32,4.3,2.65,6.778
568,0.46,Ideal,D,VS2,62.4,56.0,4.95,4.98,3.1,7.123
569,1.02,Premium,F,SI2,60.0,60.0,6.57,6.53,3.93,8.363
570,1.23,Premium,I,VS1,61.6,58.0,6.9,6.84,4.23,8.636
571,1.0,Premium,F,VVS1,61.0,60.0,6.43,6.39,3.91,9.2
572,1.12,Ideal,D,VS1,61.1,57.0,6.68,6.75,4.1,9.179
573,1.27,Ideal,G,VVS1,61.7,56.0,6.9,7.03,4.3,9.288
574,2.05,Good,G,SI2,63.7,61.0,8.03,7.99,5.1,9.699
575,0.4,Ideal,F,VVS2,61.7,56.0,4.72,4.74,2.92,6.992
576,1.11,Good,D,SI2,58.0,62.0,6.77,6.81,3.94,8.52
577,1.23,Ideal,H,VS2,59.0,57.0,7.05,6.99,4.14,8.765
578,0.63,Good,J,SI1,59.9,64.0,5.63,5.58,3.36,7.034
579,1.01,Premium,G,SI1,62.8,59.0,6.43,6.34,4.01,8.435
580,1.09,Ideal,H,SI2,62.0,57.0,6.61,6.55,4.08,8.358
581,0.31,Ideal,D,SI1,62.2,55.0,4.37,4.34,2.71,6.596
582,0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88,8.054
583,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,8.623
584,1.23,Very Good,E,SI1,59.2,62.0,7.0,7.05,4.16,8.874
585,0.31,Very Good,D,SI2,61.8,60.0,4.33,4.37,2.69,6.136
586,0.32,Ideal,G,SI2,61.6,56.0,4.4,4.43,2.72,6.129
587,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,9.695
588,1.12,Premium,I,SI1,61.3,58.0,6.69,6.68,4.1,8.313
589,1.01,Very Good,H,VVS1,61.1,58.0,6.41,6.45,3.93,8.821
590,0.3,Good,G,VVS2,62.6,58.0,4.25,4.28,2.67,6.519
591,1.56,Ideal,H,SI2,62.3,55.0,7.39,7.35,4.59,8.812
592,0.62,Ideal,G,VVS2,62.6,57.0,5.42,5.47,3.41,7.827
593,0.31,Premium,G,VS2,61.2,58.0,4.32,4.37,2.66,6.299
594,1.51,Good,I,SI1,62.5,57.0,7.25,7.32,4.55,9.017
595,0.72,Premium,E,SI1,60.9,60.0,5.78,5.74,3.51,7.96
596,0.7,Ideal,E,VS1,62.3,54.0,5.67,5.71,3.54,8.115
597,1.0,Fair,H,VS1,57.4,68.0,6.52,6.47,3.73,8.382
598,0.4,Very Good,G,SI2,61.9,61.0,4.69,4.74,2.92,6.39
599,1.24,Premium,D,SI2,61.4,59.0,6.91,6.87,4.23,8.849
600,0.52,Very Good,I,SI1,62.5,59.0,5.06,5.12,3.18,6.886
601,0.41,Very Good,I,VVS1,63.1,58.0,4.68,4.74,2.97,6.742
602,1.14,Ideal,H,VS2,61.7,57.0,6.73,6.68,4.14,8.689
603,0.52,Very Good,E,VS1,61.8,60.0,5.14,5.18,3.19,7.611
604,0.37,Good,H,SI1,64.0,55.0,4.53,4.57,2.91,6.269
605,1.01,Ideal,G,SI2,62.1,59.0,6.45,6.41,3.99,8.345
606,0.8,Premium,J,VS1,61.6,60.0,5.94,5.88,3.64,7.697
607,0.3,Premium,G,VVS1,62.4,59.0,4.31,4.25,2.67,6.808
608,1.03,Premium,D,SI2,61.7,58.0,6.5,6.47,4.0,8.469
609,1.06,Ideal,G,SI1,60.5,57.0,6.64,6.59,4.0,8.593
610,1.03,Premium,G,SI2,59.9,60.0,6.56,6.5,3.91,8.392
611,1.01,Ideal,H,VS2,61.7,56.0,6.45,6.47,3.98,8.689
612,0.25,Very Good,E,VVS2,61.7,57.0,4.08,4.12,2.53,6.306
613,1.18,Ideal,G,VS1,61.3,56.0,6.81,6.83,4.17,9.038
614,0.52,Premium,D,VS2,62.4,58.0,5.13,5.09,3.19,7.519
615,0.3,Ideal,G,VVS1,62.3,54.0,4.32,4.35,2.7,6.639
616,0.28,Very Good,F,VVS2,59.7,59.0,4.26,4.28,2.55,6.465
617,0.55,Ideal,E,VVS1,62.9,57.0,5.25,5.21,3.29,7.867
618,0.38,Premium,D,VVS1,61.4,59.0,4.63,4.66,2.85,7.244
619,1.6,Ideal,H,SI1,62.7,56.0,7.51,7.39,4.67,9.164
620,0.7,Premium,F,SI1,61.9,59.0,5.71,5.69,3.53,7.793
621,0.34,Ideal,D,I1,62.5,57.0,4.49,4.47,2.8,6.273
622,1.54,Ideal,G,SI2,61.7,56.0,7.44,7.41,4.58,9.162
623,1.11,Ideal,E,SI1,61.4,58.0,6.66,6.62,4.08,8.747
624,0.52,Ideal,G,SI1,61.2,55.0,5.17,5.22,3.18,7.253
625,0.31,Ideal,E,VS2,59.8,57.0,4.43,4.46,2.65,6.544
626,0.72,Ideal,D,SI1,61.5,56.5,5.76,5.79,3.55,8.027
627,0.32,Premium,G,VS2,59.9,57.0,4.51,4.47,2.69,6.579
628,0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,7.612
629,1.03,Premium,H,VS2,63.0,59.0,6.47,6.36,4.04,8.587
630,0.41,Very Good,E,SI2,62.8,58.0,4.69,4.73,2.96,6.458
631,0.42,Premium,G,VS1,60.8,59.0,4.79,4.85,2.93,6.825
632,0.52,Very Good,J,VVS1,61.7,55.5,5.17,5.19,3.19,7.217
633,1.18,Ideal,I,SI1,61.5,56.0,6.77,6.82,4.18,8.59
634,0.32,Ideal,G,VS1,61.3,55.0,4.45,4.43,2.72,6.561
635,0.53,Premium,F,VS2,61.4,60.0,5.18,5.21,3.19,7.397
636,0.52,Ideal,D,VVS2,61.4,56.0,5.23,5.2,3.2,7.742
637,0.31,Ideal,H,VVS2,62.4,56.0,4.38,4.34,2.72,6.687
638,0.71,Ideal,F,VS1,61.5,56.0,5.72,5.75,3.52,8.219
639,0.55,Premium,F,SI2,60.6,58.0,5.28,5.31,3.21,7.069
640,0.33,Ideal,J,VS1,62.1,55.0,4.44,4.41,2.75,6.323
641,0.31,Premium,F,VS2,59.4,58.0,4.45,4.37,2.62,6.619
642,0.93,Very Good,I,VS1,62.6,59.0,6.17,6.2,3.87,8.302
643,0.33,Premium,H,VS1,62.4,60.0,4.42,4.39,2.75,6.541
644,0.34,Ideal,I,SI1,62.3,55.0,4.47,4.42,2.77,6.378
645,0.31,Premium,G,VVS2,61.8,58.0,4.36,4.32,2.68,6.81
646,0.5,Premium,E,VS1,62.2,58.0,5.03,5.06,3.14,7.424
647,0.91,Very Good,F,SI2,62.4,58.0,6.17,6.21,3.86,8.205
648,0.41,Ideal,E,VVS2,61.5,55.0,4.79,4.83,2.96,7.079
649,1.52,Very Good,G,VS2,62.9,60.0,7.28,7.31,4.59,9.396
650,0.58,Ideal,G,SI1,61.4,55.0,5.38,5.41,3.31,7.193
651,0.27,Premium,E,VVS1,60.6,58.0,4.2,4.18,2.54,6.683
652,0.61,Very Good,F,SI2,62.9,56.6,5.38,5.45,3.4,7.27
653,0.51,Ideal,F,VVS1,60.9,57.0,5.16,5.21,3.16,7.7
654,0.38,Ideal,J,VS2,62.1,54.0,4.65,4.69,2.9,6.277
655,0.56,Very Good,H,SI1,61.3,60.0,5.23,5.28,3.22,7.088
656,0.51,Ideal,D,VVS2,61.3,57.0,5.14,5.17,3.16,7.908
657,0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,6.901
658,0.9,Very Good,G,SI2,63.1,55.0,6.16,6.13,3.88,8.147
659,0.75,Premium,E,VS2,62.1,57.0,5.9,5.79,3.63,8.014
660,0.8,Very Good,G,SI1,62.9,56.0,5.88,5.95,3.72,8.029
661,1.0,Premium,D,SI2,61.6,60.0,6.37,6.33,3.91,8.468
662,2.12,Very Good,F,SI2,60.6,58.0,8.27,8.32,5.03,9.781
663,0.52,Ideal,H,VVS1,61.7,53.0,5.19,5.25,3.22,7.546
664,0.3,Ideal,F,IF,60.7,56.0,4.35,4.38,2.65,7.031
665,0.72,Very Good,H,VS1,62.2,54.0,5.74,5.76,3.57,7.965
666,0.53,Ideal,E,SI1,61.4,56.0,5.21,5.24,3.21,7.255
667,1.71,Premium,I,VS2,62.8,59.0,7.58,7.52,4.74,9.389
668,0.45,Ideal,F,SI1,60.8,56.0,4.97,4.93,3.01,6.835
669,1.11,Very Good,E,SI2,60.0,61.0,6.66,6.71,4.01,8.336
670,0.81,Very Good,H,SI1,59.1,57.0,6.09,6.16,3.62,7.849
671,1.33,Very Good,F,SI1,63.3,56.0,6.91,6.95,4.39,9.007
672,0.31,Ideal,G,VS2,61.4,57.0,4.35,4.38,2.68,6.353
673,0.62,Ideal,D,SI1,61.6,55.0,5.49,5.51,3.39,7.567
674,1.01,Premium,F,SI1,63.0,58.0,6.33,6.29,3.98,8.441
675,0.32,Ideal,G,VS1,61.6,55.0,4.43,4.5,2.75,6.5
676,1.01,Ideal,F,SI1,61.7,56.0,6.45,6.48,3.99,8.688
677,0.53,Good,E,SI1,64.1,54.0,5.11,5.16,3.29,7.194
678,0.57,Ideal,D,VS2,61.8,57.0,5.29,5.32,3.28,7.578
679,1.58,Ideal,I,SI1,62.3,55.0,7.42,7.49,4.64,9.155
680,1.13,Good,D,SI2,60.7,64.0,6.68,6.63,4.0,8.391
681,2.21,Premium,H,SI2,61.3,60.0,8.35,8.33,5.11,9.568
682,2.02,Premium,I,VS1,61.2,59.0,8.13,8.05,4.95,9.75
683,2.0,Ideal,I,SI2,59.8,55.0,8.28,8.18,4.92,9.329
684,1.54,Premium,D,VS2,59.4,59.0,7.61,7.55,4.5,9.375
685,0.72,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,7.953
